654441,True,False,False,18,False,94,94
641227,False,False,False,103,False,61,10
716195,False,False,False,161,False,96,40
655733,False,False,False,16,False,59,13
716218,False,False,False,53,False,55,7
637658,False,False,False,23,False,83,25
715483,False,False,False,291,False,44,4
635552,False,False,False,14,False,84,43
636080,False,False,False,19,False,9,0
639752,False,False,False,11,False,82,31
634511,False,False,False,20,False,40,5
716421,False,False,False,249,False,47,5
715538,False,False,False,163,False,90,20
633851,False,False,False,21,False,27,2
640844,False,False,False,7,False,19,1
655060,False,False,False,12,False,45,6
716293,False,False,False,6,False,38,5
639057,False,False,False,46,False,35,3
716231,False,False,False,32,False,57,9
642620,False,False,False,14,False,28,2
655523,False,False,False,8,False,85,41
654534,False,False,False,10,False,16,1
639512,False,False,False,7,False,59,13
657306,False,False,False,17,False,71,18
794352,False,False,False,18,False,85,29
658632,False,False,False,6,False,77,31
716370,False,False,False,272,False,96,43
658936,False,False,False,14,False,9,0
661533,False,False,False,13,False,71,23
637016,False,False,False,84,False,73,15
644693,False,False,False,40,False,20,1
645416,False,False,False,7,False,42,6
639836,False,False,False,15,False,78,28
654835,False,False,False,13,False,51,9
655412,False,False,False,6,False,23,2
658357,False,False,False,82,False,90,35
656506,False,False,False,7,False,55,11
646738,True,False,False,10,False,94,72
715541,False,False,True,3229,False,30,1
632573,False,False,False,78,False,19,1
637832,False,False,False,21,False,44,5
649777,False,False,False,81,False,32,2
716279,False,False,False,22,False,12,0
661758,False,False,False,19,False,71,17
645988,False,False,False,20,False,80,22
638248,False,False,False,60,False,91,33
631757,False,False,False,10,False,74,20
657761,False,False,False,24,False,12,0
715421,False,False,True,9912,False,97,38
795514,True,False,False,15,False,94,65
649856,False,False,False,30,False,21,1
715588,False,False,False,45,False,54,6
638604,False,False,False,7,False,87,31
645671,False,False,False,9,False,75,27
632481,False,False,False,9,False,23,2
643061,False,False,False,11,False,88,41
642129,False,False,False,22,False,88,32
715378,False,False,True,435,False,67,10
654679,False,False,False,9,False,47,7
637675,False,False,False,22,False,35,3
642003,False,False,False,7,False,21,1
664655,False,False,False,11,False,21,2
661669,False,False,False,7,False,36,5
782585,False,False,False,309,False,69,11
638074,False,False,False,7,False,57,14
647442,False,False,False,11,False,8,0
1046982,True,False,False,11,False,93,64
640621,False,False,False,11,False,52,9
715559,False,False,True,1915,False,63,6
650901,False,False,False,50,False,35,3
715394,False,False,True,9022,False,50,4
633624,False,False,False,19,False,91,46
641435,False,False,False,49,False,29,2
652417,True,False,False,11,False,97,96
642373,False,False,False,25,False,57,10
660404,False,False,False,46,False,33,2
638073,False,False,False,6,False,60,17
716408,True,False,True,396,False,98,66
715508,False,False,False,45,False,40,4
641896,False,False,False,22,False,23,1
642096,False,False,False,27,False,43,5
641794,False,False,False,67,False,58,9
633265,False,False,False,55,False,59,9
653977,False,False,False,14,False,33,4
636328,False,False,False,15,False,21,1
646034,True,False,False,6,False,89,63
640886,False,False,False,124,False,64,10
716431,False,False,True,1703,False,66,9
637776,False,False,False,20,False,33,3
641911,False,False,False,19,False,68,16
635297,False,False,False,14,False,11,0
640461,False,False,False,15,False,28,2
715437,False,False,True,9362,False,78,13
640062,True,False,False,44,False,97,71
664429,False,False,False,6,False,76,30
661653,False,False,False,6,False,90,50
637824,False,False,False,27,False,48,6
643426,True,False,False,9,False,89,78
643660,False,False,False,8,False,68,18
654441,True,False,False,18,False,94,94
641227,False,False,False,103,False,61,10
716195,False,False,False,161,False,96,40
655733,False,False,False,16,False,59,13
716218,False,False,False,53,False,55,7
637658,False,False,False,23,False,83,25
715483,False,False,False,291,False,44,4
635552,False,False,False,14,False,84,43
636080,False,False,False,19,False,9,0
639752,False,False,False,11,False,82,31
634511,False,False,False,20,False,40,5
716421,False,False,False,249,False,47,5
